CODCONTA,CODMOV,CODTIPMOV,DATA,VALOR,OBS,DOCUMENTO,CODFORNEC,DATAEMISSAO,MES,IDREMESSA,VINCULADO,SALDOANT,SALDOATUAL,CODCAIXA_LANC,IDCODDESP_LANC,DEPOSITO_VINC,DESBLOQ_DEP,SELECIONADO,ORIGEM_LANC,ORIGEM_IDLANC,CONC_CONCILIADO,CONC_DATA,CONC_NUMERO,CONC_VALOR,CONC_OPERACAO,CONC_TIPOCONC
2,161,99,2023-07-10,200,Pagamento de salario ODAIR ROBERTO DOS S,,0,,07/2023,0,0,,,,131,,,,,,1,2023-07-10,PIX_DEB   87845,200,-,3
1,198,10,2023-07-11,19,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,160,0,,0,,,1,2023-07-11,2023071111900,19,-,2
2,165,2,2023-07-10,200,DEVOLUCAO PIX,,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-10,PIX_CRED  87845,200,+,2
2,166,5,2023-07-10,40,RECEBIMENTO PIX DANIELE A FREITAS,,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-10,PIX_CRED  78524,40,+,2
2,162,99,2023-07-10,2487.24,Pagamento de salario JUCIELY MORETI DOS ,,0,,07/2023,0,0,,,,132,,,,,,1,2023-07-10,PIX_DEB   04884,2487.24,-,3
2,167,10,2023-07-10,1.54,TARIFA COM R LIQUIDACAO,,,,07/2023,0,0,0,0,0,136,0,,0,,,1,2023-07-10,COB000002 -82,1.54,-,4
2,229,99,2023-07-11,94.38,Taxas e emolumentos LIBERAÇAO FESTA JUNI,,0,,07/2023,0,0,,,,143,,,,,,1,2023-07-11,PMNAVIR-G -5,94.38,-,4
1,304,2,2023-07-17,18402.36,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-17,202307170184023,18402.36,+,2
2,169,2,2023-07-11,31600,TED PAGAMENTO FOLHA,,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-11,340896    08645,31600,+,2
2,231,99,2023-07-11,1534.04,Pagamento de salario JOÃO FERNANDES POLI,,0,,07/2023,0,0,,,,180,,,,,,1,2023-07-11,ND8----04 -43,15816.36,-,4
2,232,99,2023-07-11,2573.99,Pagamento de salário (csp) RENATO ALVES ,,0,,07/2023,0,0,,,,181,,,,,,1,2023-07-11,ND8----04 -43,15816.36,-,4
2,233,99,2023-07-11,3497.24,Pagamento de salário (csp) ZITAMARA BILK,,0,,07/2023,0,0,,,,182,,,,,,1,2023-07-11,ND8----04 -43,15816.36,-,4
2,234,99,2023-07-11,3577,Pagamento de salario ODAIR ROBERTO DOS S,,0,,07/2023,0,0,,,,183,,,,,,1,2023-07-11,ND8----04 -43,15816.36,-,4
1,305,4,2023-07-18,3379.57,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,63,1,2023-07-18,202307180337957,3379.57,+,3
2,175,99,2023-07-11,4695.32,Pagamento de salario DANIEL BRANCO DE MO,,0,,07/2023,0,0,,,,142,,,,,,1,2023-07-11,PIX_DEB   91333,4695.32,-,3
2,177,99,2023-07-11,3432,Pagamento de salario WANIA APARECIDA DE ,,0,,07/2023,0,0,,,,144,,,,,,1,2023-07-11,PIX_DEB   49010,3432,-,3
2,178,99,2023-07-11,3626.91,Pagamento de salario TANI CRISTINA PAVEN,,0,,07/2023,0,0,,,,145,,,,,,1,2023-07-11,PIX_DEB   00482,3626.91,-,3
2,179,99,2023-07-11,247.52,Pagamento de salario WILLIAN HENRIQUE DE,,0,,07/2023,0,0,,,,146,,,,,,1,2023-07-11,PIX_DEB   05158,247.52,-,3
2,180,99,2023-07-11,61.8,Pagamento de salario DAMARYS GRACITE FER,,0,,07/2023,0,0,,,,147,,,,,,1,2023-07-11,PIX_DEB   04073,61.8,-,3
2,181,99,2023-07-11,102.85,Pagamento de salario DAMARYS GRACITE FER,,0,,07/2023,0,0,,,,148,,,,,,1,2023-07-11,PIX_DEB   04073,102.85,-,4
2,182,99,2023-07-11,80,Fretes s/ materiais didáticos (csp) CARI,,0,,07/2023,0,0,,,,149,,,,,,1,2023-07-11,PIX_DEB   05438,80,-,3
1,183,2,2023-07-07,86.09,FCO ESTORNO AMORTIZAÇÃO,95000163,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-07,2023070708609,86.09,+,2
1,184,10,2023-07-07,0.26,FCO LIBERAÇÃO,95000162,,,07/2023,0,0,0,0,0,150,0,,0,,,1,2023-07-07,202307071026,0.26,-,2
1,185,10,2023-07-07,3,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,151,0,,0,,,1,2023-07-07,202307071300,3,-,2
1,209,10,2023-07-12,0.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,170,0,,0,,,1,2023-07-12,202307121050,0.5,-,2
1,186,10,2023-07-07,63,TARIFA ADIANT DEPOSITANTE - COBRANÇA REF,00027228,,,07/2023,0,0,0,0,0,152,0,,0,,,1,2023-07-07,2023070716300,63,-,2
2,309,10,2023-07-17,0.77,TARIFA COM R LIQUIDACAO,,,,07/2023,0,0,0,0,0,214,0,,0,,,1,2023-07-17,COB000001 -9,0.77,-,2
1,187,2,2023-07-07,179.02,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-07,20230707017902,179.02,+,2
1,333,10,2023-07-19,3,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-19,202307191300,3,-,2
1,189,3,2023-07-10,7200,TRANSFERÊNCIA ENVIADA - CEI SALARO,00042617,,,07/2023,0,0,0,0,0,153,0,,0,,,1,2023-07-10,202307101720000,7200,-,2
1,210,2,2023-07-12,4888.3,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-12,202307120488830,4888.3,+,2
1,190,10,2023-07-10,2,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,154,0,,0,,,1,2023-07-10,202307101200,2,-,2
1,301,3,2023-07-17,13000,TRANSFERÊNCIA ENVIADA - 17/07 13:26 FACU,00049586,,,07/2023,0,0,0,0,0,211,0,,0,,,1,2023-07-17,202307171130000,13000,-,2
1,191,10,2023-07-10,63,TARIFA ADIANT DEPOSITANTE - COBRANÇA REF,00088149,,,07/2023,0,0,0,0,0,155,0,,0,,,1,2023-07-10,2023071016300,63,-,2
1,199,99,2023-07-11,19274.37,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,161,0,,0,,,1,2023-07-11,202307111192743,19274.37,-,2
1,192,10,2023-07-10,53.15,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,156,0,,0,,,1,2023-07-10,2023071015315,53.15,-,2
2,236,99,2023-07-14,780,Pagamento de salário (csp) MAIRIA ARAUJO,,0,,07/2023,0,0,,,,196,,,,,,1,2023-07-14,PIX_DEB   01738,780,-,3
1,306,10,2023-07-17,4.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,212,0,,0,,,1,2023-07-17,202307171450,4.5,-,2
1,194,99,2023-07-11,488.53,Direitos de uso de softwares SISTEMA COL,,0,,07/2023,0,0,,,,26,,,,,,1,2023-07-11,20230711148853,488.53,-,3
1,196,99,2023-07-11,847.65,SERVIÇOS PRESTADOS Nota Fiscal referente,,0,,07/2023,0,0,,,,74,,,,,,1,2023-07-11,20230711184765,847.65,-,3
1,197,99,2023-07-11,468.45,OUTROS MATERIAIS DIDATICOS Papelaria pro,,0,,07/2023,0,0,,,,76,,,,,,1,2023-07-11,20230711146845,468.45,-,3
1,302,2,2023-06-22,1269.18,ACERTO SALDO ABERTURA CAIXA,,,,,,0,0,0,0,0,0,,,,,,,,,,
1,201,99,2023-07-12,1100,Direitos de uso de softwares SISTEMA FIN,,0,,07/2023,0,0,,,,157,,,,,,1,2023-07-12,202307121110000,1100,-,3
2,310,4,2023-07-18,621,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,65,1,2023-07-18,COB000001 -10,621,+,3
1,202,3,2023-07-12,4400,TRANSFERÊNCIA ENVIADA - UNOPAR,00045893,,,07/2023,0,0,0,0,0,162,0,,0,,,1,2023-07-12,202307121440000,4400,-,2
2,243,99,2023-07-11,2656,Material de limpeza PRODUTOS LIMPEZA,,0,,07/2023,0,0,,,,159,,,,,,1,2023-07-11,CX851833  07845,2656,-,3
1,307,99,2023-07-18,599.08,SEGURO,16545,,,07/2023,0,0,0,0,0,213,0,,0,,,1,2023-07-18,20230718159908,599.08,-,2
2,208,99,2023-07-11,715.83,Rescisões (csp) NAIR CRISTINA DE OLIVEIR,,0,,07/2023,0,0,,,,166,,,,,,1,2023-07-11,PIX_DEB   00764,715.83,-,3
1,212,99,2023-07-13,30.6,Internet (csp) IP FIXO,,0,,07/2023,0,0,,,,168,,,,,,1,2023-07-13,2023071313060,30.6,-,3
1,213,99,2023-07-13,2077.47,OUTROS MATERIAIS DIDATICOS ,,0,,07/2023,0,0,,,,167,,,,,,1,2023-07-13,202307131207747,2077.47,-,3
1,214,99,2023-07-13,142.84,Internet (csp) INTERNET,,0,,07/2023,0,0,,,,169,,,,,,1,2023-07-13,20230713114284,142.84,-,3
2,311,10,2023-07-18,1.54,TARIFA BAIXA DE TITULOS,,,,07/2023,0,0,0,0,0,215,0,,0,,,1,2023-07-18,COB000002 -11,1.54,-,2
2,1241,98,2023-10-06,29500,PAGAMENTO PIX,,,,10/2023,0,0,0,0,0,857,0,,0,,,1,2023-10-06,PIX_DEB   36167,29500,-,2
2,308,4,2023-07-17,150,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,64,1,2023-07-17,PIX_CRED  02798,150,+,3
2,216,99,2023-07-13,34.75,Material de expediente (csp) PAPEL FOTO,,0,,07/2023,0,0,,,,171,,,,,,1,2023-07-13,VE0036517 A COL,34.75,-,3
2,222,99,2023-07-10,721.08,AMORTIZACAO CONTRATO,,,,07/2023,0,0,0,0,0,175,0,,0,,,1,2023-07-10,C11034380 -5,721.08,-,2
2,217,99,2023-07-10,505.87,JUROS UTILIZ.CH.ESPECIAL,,,,07/2023,0,0,0,0,0,172,0,,0,,,1,2023-07-10,ENC036    -83,505.87,-,2
2,239,99,2023-07-14,430,Certificado digital CERTIFICADO CN E CEI,,0,,07/2023,0,0,,,,197,,,,,,1,2023-07-14,PIX_DEB   47621,430,-,3
2,312,99,2023-07-18,23.42,Agua e esgotos (csp) CONTA AGUA UNOPAR,,0,,07/2023,0,0,,,,216,,,,,,1,2023-07-18,SANESUL-G -12,23.42,-,3
2,223,10,2023-07-10,39.9,CESTA DE RELACIONAMENTO,,,,07/2023,0,0,0,0,0,176,0,,0,,,1,2023-07-10,-11,39.9,-,2
1,244,99,2023-07-13,2896.31,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,199,0,,0,,,1,2023-07-13,202307131289631,2896.31,-,2
2,224,10,2023-07-10,1.54,TARIFA COM R LIQUIDACAO,,,,07/2023,0,0,0,0,0,177,0,,0,,,1,2023-07-10,COB000002 -39,1.54,-,2
2,225,99,2023-07-10,505.87,JUROS UTILIZ.CH.ESPECIAL,,,,07/2023,0,0,0,0,0,178,0,,0,,,1,2023-07-10,ENC036    -40,505.87,-,2
2,241,2,2023-07-14,8000,RECEBIMENTO PIX CEN BB PGAR CARTAO,,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-14,PIX_CRED  08645,8000,+,2
1,262,4,2023-07-03,2529.44,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,37,1,2023-07-03,202307030252944,2529.44,+,3
2,313,99,2023-07-18,400,Outros Materiais Didaticos TECIDO FESTA ,,0,,07/2023,0,0,,,,217,,,,,,1,2023-07-18,PIX_DEB   09799,400,-,3
1,246,10,2023-07-13,3.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,200,0,,0,,,1,2023-07-13,202307131350,3.5,-,2
2,263,4,2023-07-03,580,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,39,1,2023-07-03,COB000001 -2,580,+,3
1,264,4,2023-07-04,4319,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,40,1,2023-07-04,202307040431900,4319,+,4
2,314,99,2023-07-18,162.42,Pro-labore INTERNET RUA HELIO,,0,,07/2023,0,0,,,,218,,,,,,1,2023-07-18,01412262000126,162.42,-,3
2,250,4,2023-06-22,900,*Rec.Deposito-000001-Consumidor,,0,,'06/202,0,0,,,,,,,,REC,5,1,2023-06-22,COB000001 -1,900,+,3
2,251,4,2023-06-26,716.33,*Rec.Deposito-000001-Consumidor,,0,,'06/202,0,0,,,,,,,,REC,6,1,2023-06-28,PIX_CRED  16783,716.33,+,4
1,252,4,2023-06-26,1148.29,*Rec.Deposito-000001-Consumidor,,0,,'06/202,0,0,,,,,,,,REC,7,1,2023-06-26,202306260114829,1148.29,+,3
2,316,4,2023-07-19,1141,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,66,1,2023-07-19,CX31277   00459,1141,+,3
1,253,4,2023-06-27,3259.92,*Rec.Deposito-000001-Consumidor,,0,,'06/202,0,0,,,,,,,,REC,8,1,2023-06-27,202306270325992,3259.92,+,4
1,265,4,2023-07-05,4000.04,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,41,1,2023-07-05,202307050400004,4000.04,+,3
2,317,99,2023-07-14,9000,CARTÃO CREDITO CARTÃO COLÉGIO NAVIRAI,,0,,07/2023,0,0,,,,198,,,,,,1,2023-07-14,537136490 -6,9000,-,3
2,266,4,2023-07-05,1336.67,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,42,1,2023-07-05,CX06136   27382,1336.67,+,3
1,318,10,2023-07-18,3.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,220,0,,0,,,1,2023-07-18,202307181350,3.5,-,2
2,268,4,2023-07-05,40,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,44,1,2023-07-05,PIX_CRED  00409,40,+,4
2,269,4,2023-07-05,650,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,45,1,2023-07-05,PIX_CRED  05948,650,+,4
1,319,99,2023-07-18,2776.99,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,221,0,,0,,,1,2023-07-18,202307181277699,2776.99,-,2
1,270,4,2023-07-06,3867.38,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,46,1,2023-07-06,202307060386738,3867.38,+,4
2,271,4,2023-07-06,600,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,47,1,2023-07-06,PIX_CRED  23032,600,+,4
2,272,4,2023-07-06,1000,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,48,1,2023-07-06,CX945678  23756,1000,+,4
1,320,4,2023-07-19,6927.73,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,67,1,2023-07-19,202307190692773,6927.73,+,3
1,273,4,2023-07-06,3338.03,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,49,1,2023-07-07,202307070333803,3338.03,+,4
1,274,4,2023-07-10,7318.15,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,51,1,2023-07-10,202307100731815,7318.15,+,4
1,275,4,2023-07-11,23027.2,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,52,1,2023-07-11,202307110230272,23027.2,+,3
2,276,4,2023-07-11,1367,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,53,1,2023-07-11,COB000002 -70,1367,+,3
1,277,4,2023-07-12,612.2,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,54,1,2023-07-12,20230712061220,612.2,+,3
1,278,4,2023-07-13,5150.72,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,55,1,2023-07-13,202307130515072,5150.72,+,3
2,279,4,2023-07-13,4612,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,56,1,2023-07-13,PIX_CRED  03999,4612,+,3
2,280,4,2023-07-13,40,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,57,1,2023-07-13,PIX_CRED  06396,40,+,4
1,281,4,2023-07-14,1175,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,58,1,2023-07-14,202307140117500,1175,+,4
2,282,4,2023-07-14,778,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,59,1,2023-07-14,PIX_CRED  29330,778,+,3
2,283,4,2023-07-14,610.9,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,60,1,2023-07-14,CX604762  11095,610.9,+,3
1,284,10,2023-07-14,1,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,204,0,,0,,,1,2023-07-14,202307141100,1,-,2
1,285,99,2023-07-14,1174,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,205,0,,0,,,1,2023-07-14,202307141117400,1174,-,2
1,334,99,2023-07-19,3149.67,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-19,202307191314967,3149.67,-,2
1,335,99,2023-07-20,41.01,Serviços prestados (csp) ASSOCIAÇÃO COME,,0,,07/2023,0,0,,,,194,,,,,,1,2023-07-20,2023072014101,41.01,-,3
1,336,99,2023-07-20,419.72,Outros Materiais Didaticos PAPELARIA PRO,,0,,07/2023,0,0,,,,97,,,,,,1,2023-07-20,20230720141972,419.72,-,3
1,337,99,2023-07-20,2769.76,Inss (somente debitar) (csp) INSS ,,0,,07/2023,0,0,,,,96,,,,,,1,2023-07-20,202307201276976,2769.76,-,3
1,325,99,2023-07-19,2336.59,Rescisões (csp) ANDRESSA CREMONEZE,,0,,07/2023,0,0,,,,226,,,,,,1,2023-07-19,202307191233659,2336.59,-,3
1,329,99,2023-07-11,1929.2,Locação de Equipamentos Locaçao impresso,,0,,07/2023,0,0,,,,228,,,,,,1,2023-07-11,202307111192920,1929.2,-,3
1,326,99,2023-07-19,1438.47,Multa rescisória MULTA ANDRESSA,,0,,07/2023,0,0,,,,219,,,,,,1,2023-07-19,202307191143847,1438.47,-,3
2,338,99,2023-07-20,4544,Festa Junina Festa Junina,,0,,07/2023,0,0,,,,231,,,,,,1,2023-07-20,CX984392  23521,5069,-,4
1,330,99,2023-07-17,1025,Honorário Contábil (CSP) Contabilidade,,0,,07/2023,0,0,,,,229,,,,,,1,2023-07-17,202307171102500,1025,-,3
2,339,99,2023-07-20,525,Festa Junina Festa Junina,,0,,07/2023,0,0,,,,232,,,,,,1,2023-07-20,CX984392  23521,5069,-,4
2,362,10,2023-07-24,0.18,JUROS ADTO. CREDITO,,,,07/2023,0,0,0,0,0,247,0,,0,,,1,2023-07-24,DEB022    -2,0.18,-,2
2,399,10,2023-08-01,45.98,IOF S/ OPER. CREDITO PJ,,,,08/2023,0,0,0,0,0,273,0,,0,,,1,2023-08-01,C01033374 -1,45.98,-,2
2,341,99,2023-07-21,400,Vale (adiantamento salarial) (csp) WILLI,,0,,07/2023,0,0,,,,235,,,,,,1,2023-07-21,PIX_DEB   65302,400,-,3
2,342,99,2023-07-24,1000,Vale (adiantamento salarial) (csp) WANIA,,0,,07/2023,0,0,,,,236,,,,,,1,2023-07-24,PIX_DEB   49010,1000,-,3
1,363,10,2023-07-25,0.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,249,0,,0,,,1,2023-07-25,202307251050,0.5,-,2
2,373,4,2023-07-27,472,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,73,1,2023-07-27,PIX_CRED  00985,472,+,3
2,346,99,2023-07-24,200,Doações APAE,,0,,07/2023,0,0,,,,238,,,,,,1,2023-07-24,PIX_DEB   03907,200,-,3
2,347,99,2023-07-24,200.01,Doações APAE,,0,,07/2023,0,0,,,,239,,,,,,1,2023-07-24,PIX_DEB   03907,200.01,-,4
1,356,10,2023-07-24,0.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,245,0,,0,,,1,2023-07-24,202307241050,0.5,-,2
1,357,4,2023-07-25,706.25,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,70,1,2023-07-25,20230725070625,706.25,+,3
1,348,4,2023-07-20,3685.51,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,68,1,2023-07-21,202307210368551,3685.51,+,4
1,349,10,2023-07-21,2.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,240,0,,0,,,1,2023-07-21,202307211250,2.5,-,2
1,350,10,2023-07-21,4.15,TARIFA PIX ENVIADO - TAR. AGRUPADAS - OC,00042569,,,07/2023,0,0,0,0,0,241,0,,0,,,1,2023-07-21,202307211415,4.15,-,2
1,351,4,2023-07-24,255.4,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,69,1,2023-07-24,20230724025540,255.4,+,3
1,353,99,2023-07-24,2625,Pagamento de salário (csp) LETICIA PRIMO,,0,,07/2023,0,0,,,,243,,,,,,1,2023-07-24,202307241262500,2625,-,3
1,354,2,2023-07-20,3230.49,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-20,202307200323049,3230.49,+,2
1,355,99,2023-07-21,3678.86,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,244,0,,0,,,1,2023-07-21,202307211367886,3678.86,-,2
1,358,99,2023-07-25,272,Segurança patrimonial/ pessoal INVIOLAVE,,0,,07/2023,0,0,,,,72,,,,,,1,2023-07-25,20230725127200,272,-,3
1,359,99,2023-07-25,1073.59,Locação de Equipamentos Locaçao impresso,,0,,07/2023,0,0,,,,230,,,,,,1,2023-07-25,202307251107359,1073.59,-,3
1,364,10,2023-07-25,10,TARIFA PIX ENVIADO - TAR. AGRUPADAS - OC,00046463,,,07/2023,0,0,0,0,0,250,0,,0,,,1,2023-07-25,2023072511000,10,-,2
1,376,2,2023-07-27,3250,TRANSFERÊNCIA RECEBIDA - CEN,00049586,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-27,202307270325000,3250,+,2
1,360,2,2023-07-24,2370.1,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-24,202307240237010,2370.1,+,2
2,427,3,2023-08-04,300,PAGAMENTO PIX,,,,08/2023,0,0,0,0,0,289,0,,0,,,1,2023-08-04,PIX_DEB   04535,300,-,2
2,374,4,2023-07-27,1336.67,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,74,1,2023-07-27,CX655145  27382,1336.67,+,3
1,365,4,2023-07-26,834.33,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,71,1,2023-07-26,20230726083433,834.33,+,3
1,369,10,2023-07-26,1,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,252,0,,0,,,1,2023-07-26,202307261100,1,-,2
1,366,10,2023-07-26,238.29,SEGURO,34243,,,07/2023,0,0,0,0,0,251,0,,0,,,1,2023-07-26,20230726123829,238.29,-,2
1,377,99,2023-07-27,6000,Honorário Contábil (CSP) VSC CONTABILIDA,,0,,07/2023,0,0,,,,256,,,,,,1,2023-07-27,202307271600000,6000,-,3
1,367,2,2023-07-25,649.84,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-25,20230725064984,649.84,+,2
1,368,99,2023-07-26,150,Direitos de uso de softwares PONTO ELETR,,0,,07/2023,0,0,,,,195,,,,,,1,2023-07-26,20230726115000,150,-,3
1,370,99,2023-07-26,445.04,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,253,0,,0,,,1,2023-07-26,20230726144504,445.04,-,2
2,400,10,2023-08-01,3.15,IOF ADICIONAL PJ,,,,08/2023,0,0,0,0,0,274,0,,0,,,1,2023-08-01,C01033374 -2,3.15,-,2
1,371,4,2023-07-27,621,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,72,1,2023-07-27,20230727062100,621,+,3
1,378,99,2023-07-27,1890,Pagamento de salario CAIO DORCE,,0,,07/2023,0,0,,,,257,,,,,,1,2023-07-27,202307271189000,1890,-,3
2,375,99,2023-07-27,627.3,Emprestimos bancários EMPRESTIMO,,0,,07/2023,0,0,,,,255,,,,,,1,2023-07-27,C31032831 -10,627.3,-,4
1,379,10,2023-07-27,0.5,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,79017019,,,07/2023,0,0,0,0,0,258,0,,0,,,1,2023-07-27,202307271050,0.5,-,2
1,380,10,2023-07-27,0.36,TARIFA PIX ENVIADO - TAR. AGRUPADAS - OC,00074159,,,07/2023,0,0,0,0,0,259,0,,0,,,1,2023-07-27,202307271036,0.36,-,2
1,381,2,2023-07-27,4019.86,BB RENDE FÁCIL,9903,,,07/2023,0,0,0,0,0,0,0,,0,,,1,2023-07-27,202307270401986,4019.86,+,2
1,382,4,2023-07-31,885.3,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,75,1,2023-07-31,20230731088530,885.3,+,3
1,383,3,2023-07-31,700,TRANSFERÊNCIA ENVIADA - POLOS,00048452,,,07/2023,0,0,0,0,0,260,0,,0,,,1,2023-07-31,20230731170000,700,-,2
2,384,99,2023-07-27,100,CONSERTO CAIXA DE AREIA ,,,,07/2023,0,0,0,0,0,262,0,,0,,,1,2023-07-27,PIX_DEB   04376,100,-,2
2,392,4,2023-07-31,712.5,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,77,1,2023-07-31,PIX_CRED  03481,712.5,+,4
2,385,99,2023-07-27,610,Pagamento de salario CAIO DORCE,,0,,07/2023,0,0,,,,263,,,,,,1,2023-07-27,PIX_DEB   05044,610,-,3
2,393,99,2023-07-31,600,CAIXA DE AREIA INFANTIL,,,,07/2023,0,0,0,0,0,268,0,,0,,,1,2023-07-31,PIX_DEB   04376,600,-,2
2,386,99,2023-07-27,314.07,DEBITO CONVENIOS,,,,07/2023,0,0,0,0,0,264,0,,0,,,1,2023-07-27,SEG ICATU ID 93,314.07,-,2
2,401,4,2023-08-01,1800,Venda Depósito Bancário,,0,,08/2023,0,0,,,,,,,,VD,79,1,2023-08-01,CX577640  02479,1800,+,3
2,387,4,2023-07-28,1293,Venda Depósito Bancário,,0,,07/2023,0,0,,,,,,,,VD,76,1,2023-07-28,PIX_CRED  89117,1293,+,3
2,402,4,2023-08-01,51,Venda Depósito Bancário,,0,,08/2023,0,0,,,,,,,,VD,80,1,2023-08-01,CX811382  07338,51,+,3
2,388,10,2023-07-31,0.77,TARIFA BAIXA DE TITULOS,,,,07/2023,0,0,0,0,0,265,0,,0,,,1,2023-07-31,COB000001 -8,0.77,-,2
2,419,99,2023-08-02,31,PAGAMENTO PIX SICREDI,,,,08/2023,0,0,0,0,0,285,0,,0,,,1,2023-08-02,CX642112  09172,31,-,2
2,389,99,2023-07-31,44.26,COMPRAS NACIONAIS,,,,07/2023,0,0,0,0,0,266,0,,0,,,1,2023-07-31,VE0934996 C VAL,44.26,-,2
